sub_id,user_id,plan_type,amount,start_date,end_date,status
d784a939-ad6f-4e1b-97c3-5afed71e3e81,503b4078-a39c-4ec6-b746-4c02871854c1,Free,0,2025-01-02,2025-04-10,Churned
6bf7889a-28df-481e-b579-9eaa476fa6d5,af2f5f8b-1a92-46d6-a6c9-fd5424bb8796,Free,0,2025-01-02,2025-02-08,Churned
699edeed-7cfa-400c-8822-5318464b53f2,a9d500dd-2140-4672-a3b9-7f36c0793f64,Pro,29,2025-01-02,,Active
983a5121-8e1e-4f2b-a2dc-b2030626cb30,5a9b9519-be9d-448c-bbc0-e8ed32dc80ee,Free,0,2025-01-02,,Active
15cbf2d9-0f24-4803-b4d1-f9ee52b22802,cd5a708a-8787-4c5e-a4a6-f558e78e3f5d,Free,0,2025-01-02,,Active
0c153304-b7e9-454f-b1ad-912420f74d29,f5b16d2f-e1fc-4171-8a23-792cac553173,Pro,29,2025-01-02,,Active
3eb45346-f488-4bc8-9c05-37e339b316a2,4455d60e-6995-4fd1-9891-4adf341c612a,Free,0,2025-01-03,,Active
b19d78e3-0768-470c-82fb-a3d1936f88ce,bd3b17eb-2952-4420-8ba4-e32b4804044c,Free,0,2025-01-03,,Active
f200a6f9-b8a9-483c-bdc7-66d61e093961,276a3335-0a6d-4d8b-9136-5b345b867d34,Pro,29,2025-01-03,,Active
ddfd3975-1753-4864-bfb1-4b4b812a7c82,9581c2f1-b4a9-4e0b-9b40-7ea187de9cb5,Pro,29,2025-01-03,,Active
8b575c11-24ce-40a1-a03c-5f4fc25b607d,6b403352-1344-4e51-96bc-bb52468e61e5,Free,0,2025-01-03,2025-03-26,Churned
6c9ed150-5b19-4a9b-bf6c-9df5394df2c9,4e7ed827-455a-4762-b428-a656b3ee4d3b,Free,0,2025-01-03,,Active
520a38e0-0da7-4237-9fe2-cadc8cbab2b1,4bb42f61-212d-415e-961a-f01700eb7763,Pro,29,2025-01-03,,Active
c66a6065-8c51-4a02-a33a-c2d0e41ea3ac,081bc596-891b-4e6a-9dd4-4b035653d1b3,Free,0,2025-01-03,,Active
8a745def-09c6-417d-9360-d6b6ff8acb6e,c7e72b71-9ac6-4645-822d-a24e45aef092,Free,0,2025-01-03,,Active
1df19d03-f257-4076-8454-1f13ac74e301,23d3cd4c-bd5f-4093-816f-9bcc6243bed7,Free,0,2025-01-03,,Active
34eab001-37ec-4916-9190-64285db08ee1,01539221-2331-4a28-8550-eca8ae62990c,Pro,29,2025-01-03,,Active
cee0b7f5-d673-48e9-87bb-6aec7500331b,554b631f-1c2d-4327-b86f-284fdfde5393,Free,0,2025-01-03,2025-02-05,Churned
7558aace-6758-453c-9379-ceb3329e3f4d,e34a4e23-690a-4f42-abae-63402ef3f589,Pro,29,2025-01-03,,Active
a7eb7d25-a2c9-4d78-a119-d4ff056bc7bf,dd7edcf9-fbf0-4c30-9a61-73ed594a4f2e,Free,0,2025-01-03,,Active
82f1417e-2a6b-4dae-bdb2-517a73297c98,5efa9c5b-7421-4f46-a37e-4b0122bae10e,Free,0,2025-01-03,,Active
ff7be923-1225-4b77-b5f7-77b7c4569cb3,cc7570cc-8e32-4bbf-84fb-7e52583475e1,Pro,29,2025-01-03,,Active
5da601ea-6187-4ae0-ad0e-7a58519aeb44,fac284dd-32a9-4261-8b50-5aa30c4aef81,Enterprise,99,2025-01-03,,Active
9ef98613-a8f9-4d8e-ae76-59e39bafe924,3cf1c29e-09b4-413c-a45c-a94a345298c4,Free,0,2025-01-03,,Active
eaa0f9a6-b263-42ae-b672-317d5e3b3441,20cd5bb8-dd35-4f0d-b042-7c62ce9fb278,Free,0,2025-01-03,,Active
4bba8a39-e5e1-4ec1-aaf4-03ca94d467b9,956269f0-e5d7-4875-adad-d6c795a76d79,Pro,29,2025-01-03,,Active
57334e1e-7ea0-4ec3-b5f1-607b5a7be91e,bd8cc32e-ab7d-49b2-bd01-d70658cc49bb,Pro,29,2025-01-03,,Active
91ee4bf8-9c92-4c06-97df-de3b917f1f1c,0bb34c14-2581-4b22-9728-e2b6912c4ca9,Free,0,2025-01-03,,Active
0681cc00-5e2b-4f96-b9ec-58425ef04225,50a46c85-d9d5-4b02-82d0-4d554aab47b2,Free,0,2025-01-04,,Active
e5845c89-52ff-4f83-97b4-d9aee41ab161,378e6510-8f10-433e-abe4-2e7db96c1163,Pro,29,2025-01-04,,Active
a112d6a2-b036-433c-bd70-0453a6069af6,0075d3d5-ba94-4a66-ad7e-4a452099e71f,Pro,29,2025-01-04,,Active
b5c76204-902a-459a-a24e-11ba6300423a,a3a01a1b-9fdc-46ea-8ac4-a07c32742991,Pro,29,2025-01-04,,Active
1d5f232f-716f-4faf-953e-1a00a1acb03b,a30a6658-b1be-4df2-8ae0-b8a080ff2909,Free,0,2025-01-04,2025-03-30,Churned
e015bd1b-5d53-43e5-8391-f85d4ce48e87,8eeefe95-5987-4711-bc20-fe71426cd241,Free,0,2025-01-04,,Active
49460a43-d6ff-4242-b502-7fdae3dd0b38,83c5c510-0e08-4343-aea7-7ea8bc5ad195,Pro,29,2025-01-04,,Active
3968d9ea-8f24-4157-9305-c302e5c72fe4,fb0e7c28-c110-4cfe-b1aa-9ba0f83811c5,Free,0,2025-01-04,,Active
29137df6-f12a-43f3-9850-38099fcfdf54,b23f9a7c-e7b3-4985-83b7-367ed999b615,Free,0,2025-01-04,,Active
bd339897-2188-4028-901d-0201b08eca45,0472f9f6-ec64-44e0-a198-6e3cd19fcf31,Free,0,2025-01-04,,Active
5df1f49b-e59a-4a64-a9ad-8897da6df5ce,c7fee39f-1190-4938-a66f-d7f739669fa7,Free,0,2025-01-04,2025-06-02,Churned
0fcbc42f-eeda-4619-8f1a-f57524b6a91c,e35209a0-d5de-493b-b9a8-07ba66dce997,Free,0,2025-01-04,,Active
ab323824-e4eb-4b45-b400-6463f141671d,82b91686-7126-4537-8bb8-14ccda3069f5,Pro,29,2025-01-04,,Active
f9fd0365-a52e-4cba-8793-70a3c60d4769,eb3f4202-4579-409a-bb1d-fabe0c2fded5,Pro,29,2025-01-04,,Active
c261f93f-c65c-4c2a-a9fd-94158028df6c,1a6b88d2-cad7-4ebe-9169-4fbb3cff13aa,Free,0,2025-01-04,,Active
5036ba69-a66d-4249-a4f4-9e7a1305b643,83eb6cce-8af1-44e6-a5d7-2681b79cbc23,Free,0,2025-01-04,,Active
9c39e4eb-112d-494b-9fa8-96db18a5d9f5,b1a191c7-f810-4e73-877a-0940b1cc3f7c,Free,0,2025-01-04,,Active
17b022c7-2f5a-456e-b5b3-34c4a11020ab,13853f45-0ed5-4c8c-a2c9-4a442248fe75,Pro,29,2025-01-05,,Active
5fcf8f6f-e85d-4eda-950d-12c24ca37955,f0c935a9-91c3-4637-bca5-013cf6b896c2,Free,0,2025-01-05,,Active
4bbced0f-b5e5-45f5-8b9f-16007dce18b0,fe835c51-7e70-4309-b237-1f1493a971f4,Pro,29,2025-01-05,,Active
cdc7dea3-0f5e-4d86-a620-c92b51d5db5f,6598a7bc-7128-4350-85f4-6ccbc8728188,Free,0,2025-01-05,,Active
ce8c9c65-ca1c-4593-8a55-0b84345abbc9,670d50ef-69ae-4c75-91c7-753756397555,Free,0,2025-01-05,,Active
a173eba1-793c-41d9-a2b0-89c7aa310ee0,4b25c483-7bae-4f3b-8c96-edc24a41aed8,Pro,29,2025-01-05,,Active
e1b79c11-9f7a-41fa-83d9-485962be5e5c,e64f8ec0-61e5-4dd9-b41d-60f6bded3f17,Free,0,2025-01-05,,Active
0695a0ba-33d5-4eaf-b696-33d743177b8e,e413a4d3-e083-4bb5-80cd-f96df43c67ba,Free,0,2025-01-05,,Active
8c034a8a-c64c-4a80-bb0b-f375834cd0eb,d8d1aef1-a261-4257-9b59-38edfb6baf69,Free,0,2025-01-05,,Active
0e82cf50-f379-4ab2-8cd8-f53124391e37,9351a5da-1a93-43f1-8502-76c00abf1903,Free,0,2025-01-05,,Active
5cc4adcb-ba91-41ed-9291-9b853044ffc4,83d03e33-3296-44c0-8201-938b971444b7,Free,0,2025-01-05,2025-03-29,Churned
2c1c0a75-3df1-470e-9bb5-d0f9aee65375,6bc4cf7b-de1e-419b-be58-0c89d502a21b,Free,0,2025-01-05,,Active
c9287a8e-1770-4a00-afeb-d2bcb936ff39,d6c69578-e2e5-4a89-888c-7a64361bc766,Pro,29,2025-01-05,,Active
48d5de25-fdf4-4a04-bce2-358d2b24dedb,1417182a-61ad-418a-9387-5413ceef7261,Pro,29,2025-01-05,,Active
02759964-4925-48c1-bdc5-2c85e0c81a48,c1bf7df8-7ead-43bc-a76a-504cdbeb21e2,Pro,29,2025-01-05,,Active
952f1308-2c41-4f60-b3c5-63babc9dea97,15d43d73-621b-4cb1-81a3-80e568a4c56f,Free,0,2025-01-05,2025-05-11,Churned
6fbefd0d-c5dd-449d-bfa8-ba5e33453927,722be4aa-6820-4025-9178-8bdd4dfb1b6e,Pro,29,2025-01-05,,Active
d5e31909-a4dc-4ff3-8a20-b40f3bca0969,3a470c64-0b6b-40bc-bc80-666fc2a34c89,Free,0,2025-01-05,,Active
936c8334-05a5-430c-8936-70a9cb572bb6,75ecc661-d3b4-41d1-9bfc-24bdb647d58d,Free,0,2025-01-05,,Active
cc16687d-2d10-4257-971a-e5ed4021b7c1,4a85e443-3ba8-48d9-b4b5-5b8648a84587,Free,0,2025-01-05,,Active
8d3ab986-d29f-422c-96ab-05a3b76fc9b9,641632b9-6f96-4190-997e-be4d63b88d2b,Pro,29,2025-01-06,,Active
b7eb0923-5c98-4385-89ed-d3b6e6b39de4,d257b49c-d948-4f57-bbc1-f7cba89d145c,Free,0,2025-01-06,2025-03-13,Churned
5a845807-2a2e-4a7b-a8f8-06e8d49892f6,0097223f-eac9-4c4d-ae17-d1993a003703,Pro,29,2025-01-06,,Active
953f2211-5125-454e-9259-3c477a6b003f,86379f04-d9ee-4dc9-87cf-eca822b9f24c,Free,0,2025-01-06,,Active
06e38d30-b518-4d1c-8fa6-41829174729d,238d6f44-cac4-40eb-b373-730efc31a597,Free,0,2025-01-06,,Active
7a7be33f-d13a-495f-acd1-94fc4845ac27,fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,Free,0,2025-01-06,,Active
16aa9954-40bc-4972-a9c0-cd039b979c27,89344b06-0790-4eb4-9b2a-1376315e4e80,Pro,29,2025-01-06,,Active
a7c8ce03-e930-4a4f-8cec-13a722e44299,0651a897-0f54-4086-8505-11e18fc45e9e,Free,0,2025-01-06,,Active
532dcae4-2763-457f-a77c-1cf83c96326a,545cd88d-dcb9-475e-8dd7-f460614077d3,Pro,29,2025-01-06,,Active
161aa203-0216-4820-a819-51194d6fc56d,d8dff535-c62d-4aea-9e70-bd3000a21367,Pro,29,2025-01-06,,Active
1643094d-9826-44a6-a669-4f3f8dbe81e1,bb31d07f-f766-4db2-a5ed-ab3445368ab5,Pro,29,2025-01-06,2025-03-11,Churned
1d257d3a-c81f-4bbd-b76e-e4c9f46e8c4d,6195b4ec-34f3-438d-b283-07d715f697fd,Free,0,2025-01-06,,Active
bdb31ff5-4d77-4e4d-8cc7-4f103435d415,9db8ef7e-55ed-4864-b68b-6ba090ebba12,Pro,29,2025-01-06,,Active
3bb487f7-fa36-40b5-bad8-29e9f69669ee,039f3a25-4d61-48bd-adef-e1935c62b3a2,Pro,29,2025-01-06,2025-03-27,Churned
b5c5fd9f-8099-427a-8d11-435d431185aa,7a0dbbe1-c105-4b46-b8ee-0ec62b0a0050,Free,0,2025-01-06,,Active
33beb361-1193-474e-b915-f9075dec7ccc,c5e3b186-5e06-4732-83d9-f3179d7c24ce,Pro,29,2025-01-06,,Active
af84add6-c463-490a-99cf-c5aa36deece6,b4fc8fdd-875d-44cb-9b32-7b4edd44051b,Free,0,2025-01-06,,Active
2d07d2e3-b120-47ef-aeb2-1dcc9f97fa5b,81241407-9870-4afa-8351-08d89251eafe,Free,0,2025-01-06,,Active
8bff5388-6d71-4216-b630-b50de47a78f4,acdabacc-1165-4210-9854-3881118a9d29,Free,0,2025-01-06,,Active
7e5a86ad-2f86-41d5-9651-b4bb6a7fae10,7f53dc0a-fb0d-4cda-9e63-926150e96888,Free,0,2025-01-06,,Active
20e0463d-d1c3-416e-8a54-a5f33d3d4d08,f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Free,0,2025-01-07,,Active
2696b86d-1dd2-438a-849b-dcf11db081db,dea43dfd-29e1-4b4c-b701-f1f4a48f93b4,Free,0,2025-01-07,,Active
9e86e4e8-2a59-4e33-85f5-291206a2afeb,3bd54863-7974-490b-b5ba-5e93bfc77282,Pro,29,2025-01-07,,Active
b52f1129-b220-4f32-a202-8858161891b0,21b84e48-a96d-4595-93a1-f127c6935901,Enterprise,99,2025-01-07,,Active
fe725469-1565-421b-80a3-e46e342d4e17,6ab76840-f5b5-4c71-a3ef-5e69b61d56f5,Enterprise,99,2025-01-07,2025-03-28,Churned
4a3d6276-179e-4e59-8a18-501d394a3116,25d6ad40-50cc-499f-9ed2-f65d0c07cdc3,Free,0,2025-01-07,,Active
8f7bd817-4e29-4617-9bfa-edfc97917131,517ec7c8-15cd-4d70-a1e3-afdf85fcfa18,Pro,29,2025-01-07,,Active
869081e5-9e39-462f-a9aa-b70908cc75d7,a02c4af1-e9be-4b38-911e-0267307445de,Free,0,2025-01-07,,Active
8e59d128-0cfd-400c-9a33-1379f366d756,aca9af9e-fc85-4916-a36e-d0d0f1e9f9bd,Pro,29,2025-01-07,,Active
b61e9e5d-873e-41b2-a50c-b05b8b87760e,6148ca39-7859-4906-a78f-980a331bc38a,Free,0,2025-01-07,,Active
ad6bdc9b-613d-48d2-9411-bd5911faf750,0e6bbde0-ed0d-4017-ab10-a823d7770933,Free,0,2025-01-07,,Active
5c47581e-cf3f-426a-8d51-16cd6983e150,aaea1664-1d8b-4c98-85ea-772795ce8a80,Pro,29,2025-01-07,,Active
d3128947-1df4-471f-b031-8a1228647c4b,a901bdb8-c0ae-40f3-b770-014d68fd1179,Free,0,2025-01-07,2025-04-24,Churned
93620975-ad14-4a20-9b91-ba8a9280e2aa,d8e3cb62-fe24-4cd4-86bc-55dbae6c3a9b,Free,0,2025-01-07,,Active
835cf16b-093d-4f52-9710-160bde6d9591,2a094fde-9de5-42c3-86e3-08f54b343a6f,Pro,29,2025-01-07,,Active
378a9213-abb3-4204-91f2-4fd82771c5f8,ee209e85-7b5a-4ea7-bd77-319f240e78ce,Free,0,2025-01-07,,Active
f6d77d91-647e-4d75-9228-b1af3133941a,3c72bab1-7137-45ec-bca1-70c6cce4c94c,Free,0,2025-01-07,,Active
b2398791-d10f-4d4a-ba20-9b9d8fc43937,cc6c7745-06a7-4afd-8327-aec2f737e8bc,Free,0,2025-01-07,2025-04-10,Churned
f587a482-7138-44dc-9816-f30b34f735ed,c9cb6705-e1c6-4e1f-9cc3-c9504e4c7008,Free,0,2025-01-07,,Active
6e5883cb-c2a7-4547-bbc6-f4ba26cf8ce8,71652926-cd7a-4c6f-acee-6d3b073d2bca,Free,0,2025-01-08,2025-03-26,Churned
6610b404-a043-4992-9cd1-e2d9e18950ef,f90c9f84-b184-471c-bb35-b9f96c80423a,Pro,29,2025-01-08,2025-05-21,Churned
4ce68b19-fde0-4178-8dc8-196e7d32c7e6,957e8c66-3aec-4af8-9a00-d0f284d16f5e,Free,0,2025-01-08,,Active
e1476a7f-b626-4d96-acff-4025f94ae80e,b61cc55b-8fd0-420c-8ff0-2a31c9035d4c,Pro,29,2025-01-08,,Active
e949e29c-11b7-464a-bd92-2b6fb21e2700,18f67e0c-bd28-48b0-86e2-e0802a0f31e4,Free,0,2025-01-08,2025-03-05,Churned
dbb6c4a3-02e7-4484-95c7-8ccb7bf80355,7e6d39b8-6364-440f-bd69-2ef1c1464090,Free,0,2025-01-08,,Active
8c40476c-b0d7-4191-b7b8-3dbea7bad5f1,f70c276c-7afd-44ce-8931-a16ab25b9a6d,Pro,29,2025-01-08,2025-03-31,Churned
9e4e31cf-179d-4728-902c-e1fce6e3c5e0,87972916-c0e5-4883-80d2-201b26cffe04,Pro,29,2025-01-08,,Active
cb0e12c4-8194-4baa-a34a-90b41d7a9181,6925c72b-fa38-45d4-b821-884b9d1490d3,Pro,29,2025-01-08,,Active
0927e05f-4a62-48e6-baa8-8007c3422f31,51fc4c23-2586-4cd1-a7e6-0e4ec71cdac2,Pro,29,2025-01-08,,Active
07b9625d-dde7-4d45-9029-f8e35230f39f,9e3d59f0-ef57-40bb-9500-2f8daf373150,Free,0,2025-01-08,2025-03-31,Churned
34b8c32c-b8e0-46ef-bd3a-c0ba1cacfbab,0ddf8da3-4a08-4284-b35a-6b1c5625583a,Free,0,2025-01-08,2025-02-23,Churned
c370f6e7-05de-4ead-a8ac-e558c81ee77d,662c4f00-6c2d-4b96-a2e0-adf7a3155bbb,Pro,29,2025-01-08,,Active
45be06f8-3fbf-4901-bc71-3b1be329a51f,073593d1-7732-4dc5-b3be-01918b42acfc,Free,0,2025-01-08,,Active
97a9bc72-4374-43d7-8c8c-1daef3e33093,15c33fae-fce1-46a1-96fb-9a22e2b6ef5d,Free,0,2025-01-08,,Active
f5494b5d-071e-420f-ae0b-214f5e2d5f94,7e3507db-f290-4346-9091-fc34eacfae57,Free,0,2025-01-08,2025-03-28,Churned
e4f5297c-418f-4315-939c-ebb37e3b534b,9f8cc29f-fd35-4c5f-9347-9a3b479bc637,Pro,29,2025-01-08,,Active
640e2034-c51b-4ac7-b989-2ad684ecd2ae,381487da-2c42-47f3-9a03-718276f3304d,Free,0,2025-01-08,,Active
b72ed2c7-d38d-465e-8edb-24f1584e24c3,fcde1b81-bf9b-4d4a-9df8-2d3898521e56,Free,0,2025-01-08,,Active
c04a00cb-58c4-4481-b42b-0da87ef55da4,1931e9ee-a56c-4941-bbf2-4050a748dbcf,Free,0,2025-01-08,,Active
b51dd156-5bac-4515-a74b-852ab40f1f18,9192518f-fbe3-4251-b609-6928feb1e270,Pro,29,2025-01-09,,Active
26eb088f-7590-4dc5-a72c-3d57dc12e54b,7bac9b44-8af0-444c-858b-8f794d715e47,Free,0,2025-01-09,,Active
60985383-d354-488e-9343-087739e14601,17deace8-4dfd-4ecd-a50d-ede5a395b867,Free,0,2025-01-09,,Active
1e1fbf0c-357e-4616-bf13-2959c182d5c5,725d71f1-836a-4e1d-b8f5-3fd1a711fd90,Pro,29,2025-01-09,,Active
3222fab3-d5d2-413b-86ae-531464f5b0c5,ff46a6bf-094d-416d-ab6d-2fedef158d5b,Pro,29,2025-01-09,,Active
a47a355e-f5ad-47db-bf59-be37a981cfc5,1b3ac54c-e31f-4212-9654-c83f62510f01,Pro,29,2025-01-09,,Active
17c32ec6-13ab-4631-ba64-0f9080fae7b2,4377be10-c719-45ea-84e4-992911196b23,Pro,29,2025-01-09,,Active
abfd9148-da4f-4e41-b8f0-812da6fea498,7d3e5830-3d0d-4c8f-97cb-4585ff12fe28,Free,0,2025-01-09,,Active
0e0bfa52-c4e8-470d-ba02-a885be8dee1e,c0d98272-e52e-4409-b1a6-3ccfd597ea14,Free,0,2025-01-09,,Active
b0a594af-e389-4cdb-8542-51eb50c1ce58,79315fc6-fa82-465d-ae1b-abe2ca208c07,Free,0,2025-01-09,,Active
d8cd798c-f9ff-4d0b-b082-92e7c14a81a5,cd043537-3b00-4eb6-b6b0-88a9f78fd863,Pro,29,2025-01-09,,Active
301e5da2-f440-4068-87ee-1ab4f8965e8c,25f88c74-53ea-4919-9b48-62c2d5ff2a1f,Free,0,2025-01-09,,Active
9caf6869-92c5-43fb-9b5d-c575c27b2f57,c08d551f-b9e8-4990-b69e-b31c26830a4c,Pro,29,2025-01-10,,Active
34ad9f5d-c580-4d91-9c16-31bb610db9e1,583f66bd-60d8-439e-92aa-71d561e72ff5,Enterprise,99,2025-01-10,,Active
dea12470-6620-429e-acad-b4c10f782400,23bb1f64-c59a-4867-b844-81e935baf0bd,Free,0,2025-01-10,2025-03-26,Churned
586a2ad4-037f-406b-85d0-512a762f208a,7af468fd-fa69-45f1-954c-f5099266226b,Free,0,2025-01-10,,Active
6710610f-47eb-4203-9b87-71ee9803cca7,c0ac430a-9948-4f82-9831-b802c3c2aee6,Free,0,2025-01-10,,Active
d65921e3-dcd7-41f5-98e1-d542e9fbbb50,0341f831-ea4a-442b-9edc-e3b7c9ce362d,Free,0,2025-01-10,,Active
afb92571-65af-4237-a59b-6536f7c4e418,def14d58-1e39-4331-a142-d68f2ac38bd3,Free,0,2025-01-10,,Active
b738ff0a-dc7d-42cf-bedd-4f0e9ac6ce9f,a0216b00-a43c-4dd5-abb0-c8a02ec0f10a,Pro,29,2025-01-10,,Active
3f710a1a-c40f-4bad-bc9f-e716230d8139,c27ff69e-febe-4834-bfff-d80045d89da6,Free,0,2025-01-10,2025-05-17,Churned
0f2c0147-7612-4622-b0a5-448837dbf531,ea771919-3ddd-4241-ba98-66196ee83e03,Free,0,2025-01-10,,Active
be0020f6-1bac-4c4a-be3f-3a28077ec64e,64649fe2-f692-49be-97dd-70d054783b99,Free,0,2025-01-10,,Active
d19c5dbc-85dd-4103-917a-8221ae62498f,aff8d43e-37a8-4934-a3c9-44abbabc7d4b,Pro,29,2025-01-10,,Active
947abbe8-06c3-4c60-8806-9cd002476f89,18d2bfd0-5862-4bb4-b9cc-596e37e75948,Pro,29,2025-01-10,,Active
10d1ce1a-e9bf-4dca-9ddc-a15f7ed79b91,8c65d01b-1521-4825-9177-fdd5761b7e11,Pro,29,2025-01-10,,Active
8f370139-0c6e-4d47-a7ed-47d5463bb015,bab5c54b-5a48-4fd6-aef0-17e7888546da,Enterprise,99,2025-01-10,,Active
2ebf3f1f-3fe8-4098-b2a9-9f446bbd3b4e,c8132025-4dac-433c-ba43-82176e77cdd3,Free,0,2025-01-10,,Active
d8294a39-372a-457d-8c59-c04d37590e76,0a09bdc1-39c8-4117-bfdb-88d752b1731b,Free,0,2025-01-10,,Active
67fe1658-c0ac-4371-8c90-99d407d6c3da,52696eeb-77cf-4eb6-b9fe-e842e4cc7065,Free,0,2025-01-11,,Active
c73fbace-88d6-46e6-a3b9-b408566feb17,e2095271-334d-47aa-a5c1-f899a89a92c5,Free,0,2025-01-11,,Active
e1b61b0d-490a-4944-8b0c-0c537dacf0ee,11ba91f9-960a-4974-9efd-393b28960c25,Pro,29,2025-01-11,,Active
86b0a2c6-b188-47b2-8aad-985fb222e140,0ead4e04-a93d-4f91-a6bb-1d3c2cad002a,Free,0,2025-01-11,2025-06-10,Churned
e011cc2b-9f80-48e2-b154-a5e98d53c40a,3df31349-459d-4fb5-8fba-42444827075f,Free,0,2025-01-11,,Active
77d6bb66-3e4f-483b-abcd-2d80a6ade006,3c1fc9aa-afed-46c3-a979-05ea99defd20,Pro,29,2025-01-11,,Active
01550f52-bb72-42dd-998b-183d55c61577,c23f58aa-c21a-4b93-ba0c-01ac64f1ca6b,Pro,29,2025-01-11,,Active
2fbebc77-7e2d-4034-93e8-b90dd73a0e2d,89ed4d64-b984-433d-b745-c60d1349ca14,Pro,29,2025-01-11,,Active
